Time of detected command(seconds): ,10.0,15.0,125.0,127.0,176.0,176.5,177.0,178.5,188.0,208.5,209.0,209.5,210.0,210.5,213.0,214.0,215.0,215.5,216.0,223.5,233.0,245.0,245.5,256.5,259.5,260.0,298.0,299.5,329.5,354.0,367.0,373.0,390.0,393.5,395.0,400.5,411.0,433.0,433.5,439.5,445.5,446.0
Detected command: ,blue,blue,red,red,red,red,red,red,blue,red,red,red,red,red,red,red,red,red,red,red,red,red,red,red,red,red,red,red,red,red,red,red,red,red,red,red,red,red,red,red,red,red
