Time of detected command(seconds): ,3.5,31.5,32.5,33.0,39.5,45.5,46.0,50.0,53.5,61.0,62.0,63.5,66.5,80.0
Detected command: ,red,red,red,red,red,red,red,red,red,red,red,red,red,red
