Time of detected command(seconds): ,1.0,1.5,2.0,2.5,3.0,3.5,13.5,23.0,31.0,38.0,41.5,47.0,48.0,54.5,55.0,55.5,56.0,56.5,59.0,59.5,60.0,61.0,61.5,62.0,62.5,64.0,65.5,66.0,71.0,72.5,76.0,78.5,79.0,83.0,92.5,103.0,107.0,108.5,111.5,114.5,115.0,115.5,117.5,118.0,118.5,120.0,123.5,127.0,127.5,128.0,128.5,130.0,130.5,138.0,140.5,147.0,149.0,153.0,156.5,159.0,170.0,173.0,176.0,181.5,183.5,192.0,193.5,200.0,207.5,209.5,211.5,223.5,224.0,229.5,232.0,240.0,240.5,244.0,254.0,255.0,257.5,258.0,258.5,259.0,260.0,265.0,269.0,269.5,270.5,305.0,310.5,321.0,324.0,325.0,332.5,334.5,339.5,346.0,348.0,356.0,361.5,362.5,363.0,365.0,367.0,370.5,378.0,378.5,382.5,387.0,387.5,390.0,390.5,392.5,395.0,404.5,406.5,416.5,418.0,422.0,429.0,435.5,447.5,452.0,452.5,462.0,466.5,471.0,475.5,480.5,482.0,482.5
Detected command: ,blue,blue,blue,blue,blue,blue,red,red,red,blue,red,blue,red,red,blue,blue,blue,red,blue,blue,red,red,blue,blue,red,red,blue,red,red,red,red,red,red,red,red,blue,blue,blue,red,red,red,red,blue,red,red,red,blue,blue,blue,red,red,red,red,red,blue,red,blue,red,red,red,blue,red,red,blue,red,red,red,red,red,red,red,red,red,blue,blue,blue,red,red,blue,red,blue,red,red,red,blue,red,red,red,blue,blue,red,red,red,blue,red,red,red,blue,red,red,blue,blue,blue,red,blue,blue,red,blue,red,red,red,red,red,red,red,red,red,red,red,blue,blue,red,blue,blue,red,red,blue,red,red,red,red,red
