Time of detected command(seconds): ,1.0,1.5,2.0,2.5,3.0,3.5,4.5,5.0,6.5,7.0,8.0,8.5,9.0,10.0,10.5,11.0,11.5,12.0,13.0,13.5,14.0,14.5,15.0,16.0,16.5,17.5,18.0,19.0,19.5,20.0,20.5,21.0,21.5,22.0,22.5,23.0,23.5,24.0,25.0,25.5,26.0,27.0,27.5,28.0,28.5,29.0,29.5,30.5,31.0,31.5,32.0,32.5,33.0,33.5,34.0,34.5,35.5,36.0,36.5,37.5,38.0,39.0,39.5,40.0,41.5,42.0,43.0,43.5,44.0,44.5,45.0,45.5,46.0,46.5,47.0,47.5,48.0,48.5,49.5,50.0,51.5,52.0,52.5,53.0,53.5,54.0,54.5,55.0,56.0,56.5,57.0,57.5,58.0,58.5,59.0,60.5,61.0,61.5
Detected command: ,red,blue,blue,red,red,red,red,red,blue,blue,red,red,red,red,blue,blue,red,blue,blue,red,red,blue,blue,red,blue,red,blue,red,red,red,red,red,red,red,red,blue,red,blue,red,blue,red,red,blue,blue,blue,red,red,red,blue,blue,red,red,red,red,blue,blue,blue,blue,red,red,red,red,blue,blue,blue,blue,blue,blue,red,red,red,blue,red,red,blue,blue,red,blue,blue,blue,blue,blue,red,red,blue,blue,blue,blue,red,red,blue,blue,blue,blue,blue,blue,blue,red
