Time of detected command(seconds): ,3.5,4.5,5.0,7.0,8.0,9.0,10.0,13.0,15.0,16.0,22.0,27.0,29.0,29.5,30.5,32.5,33.5,34.0,36.5,37.5,38.0,39.0,39.5,42.0,44.0,44.5,46.0,46.5,48.5,52.5,53.0,56.0,56.5,61.5
Detected command: ,red,red,red,red,red,red,red,blue,blue,blue,blue,red,red,red,red,red,red,blue,red,red,red,red,blue,blue,red,red,red,red,blue,red,red,red,red,red
