Time of detected command(seconds): ,5.5,20.5,22.5,29.5,32.5,36.5,38.0,42.0,44.0,44.5,46.5,56.0,61.5
Detected command: ,blue,blue,blue,red,red,red,red,blue,red,red,red,red,red
