Time of detected command(seconds): ,5.0,7.0,10.0,13.0,20.5,22.5,27.0,29.5,32.5,36.5,38.0,39.5,42.0,44.0,44.5,46.5,56.0,61.5
Detected command: ,red,red,red,blue,blue,blue,red,red,red,red,red,blue,blue,red,red,red,red,red
