Time of detected command(seconds): ,1.0,1.5,2.0,2.5,3.0,3.5,4.0,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0,10.5,11.0,11.5,12.0,12.5,13.0,13.5,14.0,14.5,15.0,15.5,16.0,16.5,17.0,17.5,18.0,18.5,19.0,20.0,20.5,21.0,21.5,22.0,23.0,23.5,24.0,25.5,26.0
Detected command: ,blue,blue,blue,blue,blue,red,blue,blue,red,blue,red,red,red,blue,blue,blue,red,red,red,blue,blue,blue,red,blue,red,blue,blue,red,red,blue,red,red,red,blue,red,red,blue,blue,blue,red,blue,blue,red,red,red,blue
